shuttle_lane,distance_state,obstacle_lane,action,distance_name,action_name
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,2,2,0,loin,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,1,2,0,moyen,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,2,3,0,loin,Monter
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,1,3,1,moyen,Rester
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,0,3,0,proche,Monter
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
0,2,0,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,1,2,0,moyen,Monter
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,1,2,1,moyen,Rester
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,0,2,0,proche,Monter
0,0,2,2,proche,Descendre
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,2,3,1,loin,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,1,3,1,moyen,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,0,3,1,proche,Rester
1,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,1,1,0,moyen,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,1,0,proche,Monter
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,4,1,proche,Rester
0,0,0,2,proche,Descendre
1,0,0,2,proche,Descendre
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,0,0,1,proche,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,1,2,loin,Descendre
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,2,1,1,loin,Rester
3,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
4,1,1,2,moyen,Descendre
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,2,4,1,loin,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,1,4,1,moyen,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,0,4,1,proche,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
2,2,2,1,loin,Rester
